step,episode,reward,done,action,state0,state1,state2,state3
42,0,1.0,False,0,0.10500516770878293,0.38318488672148626,0.00231810354436148,-0.23905051966598545
43,0,1.0,False,0,0.11266886544321265,0.1880298965941818,-0.0024629068489582288,0.054362700842761014
44,0,1.0,False,1,0.11642946337509628,-0.007056653592381418,-0.0013756528321030085,0.34626754470839616
45,0,1.0,False,1,0.11628833030324866,0.18808483853640998,0.0055496980620649144,0.05315114167744095
46,0,1.0,False,0,0.12005002707397686,0.38312677635281533,0.006612720895613733,-0.2377756568596267
47,0,1.0,False,1,0.12771256260103317,0.18791098115333782,0.0018572077584211987,0.05698575942875678
48,0,1.0,False,0,0.1314707822240999,0.3830062540024487,0.0029969229469963346,-0.23511062638298474
49,0,1.0,False,1,0.1391309073041489,0.18784161265882482,-0.0017052895806633607,0.05851611500059811
50,0,1.0,False,0,0.1428877395573254,0.3829879729588578,-0.0005349672806513985,-0.23470435472722911
51,0,1.0,False,0,0.15054749901650255,0.18787366928688595,-0.005229054375195981,0.05780977852789948
52,0,1.0,False,1,0.15430497240224028,-0.0071729178289383355,-0.004072858804637992,0.34883832435982237
53,0,1.0,False,1,0.1541615140456615,0.18800672306927824,0.0029039076825584558,0.054873874087170926
54,0,1.0,False,0,0.15792164850704707,0.3830869163988372,0.004001385164301874,-0.23689143446265182
55,0,1.0,False,1,0.16558338683502383,0.187908027802672,-0.0007364435249511622,0.057050958764698456
56,0,1.0,False,0,0.16934154739107726,0.3830405306140615,0.00040457565034280685,-0.23586423045670607
57,0,1.0,False,0,0.1770023580033585,0.18791280148364578,-0.004312708958791314,0.05694628452278061
58,0,1.0,False,1,0.18076061403303142,-0.007147048127153832,-0.0031737832683357016,0.34826540543410506
59,0,1.0,False,1,0.18061767307048834,0.1880199000828537,0.0037915248403463998,0.054583366826354285
60,0,1.0,False,0,0.1843780710721454,0.3830872816433929,0.004883192176873485,-0.2369008967178326
61,0,1.0,False,1,0.19203981670501327,0.18789590735130127,0.00014517424251683352,0.057318326684992926
62,0,1.0,False,0,0.1957977348520393,0.38301577672417886,0.0012915407762166921,-0.23531879306297798
63,0,1.0,False,1,0.20345805038652287,0.1878753965328148,-0.0034148350850428675,0.05777124597477529
64,0,1.0,False,0,0.20721555831717917,0.3830461434559599,-0.0022594101655473617,-0.2359871270463879
65,0,1.0,False,0,0.21487648118629837,0.18795654548909824,-0.00697915270647512,0.05598225694103953
66,0,1.0,False,1,0.21863561209608035,-0.007064644004076054,-0.00585950756765433,0.34645506256844805
67,0,1.0,False,1,0.21849431921599882,0.1881401626463097,0.0010695936837146315,0.051930193807696534
68,0,1.0,False,0,0.222257122468925,0.38324676082062564,0.002108197559868562,-0.24041507556479397
69,0,1.0,False,1,0.22992205768533752,0.18809475739771483,-0.0027001039514273177,0.05293208867892746
70,0,1.0,False,0,0.23368395283329182,0.3832553203811464,-0.0016414621778487685,-0.24060151827146686
71,0,1.0,False,0,0.24134905924091477,0.18815685584787384,-0.006453492543278106,0.05156319461026149
72,0,1.0,False,1,0.24511219635787224,-0.006871967834584436,-0.005422228651072876,0.3422030246603253
73,0,1.0,False,1,0.24497475700118054,0.18832670516653618,0.0014218318421336312,0.04781519194932632
74,0,1.0,False,0,0.24874129110451126,0.3834282395757583,0.0023781356811201576,-0.24441879543002093
75,0,1.0,False,1,0.25640985589602644,0.18827240190390315,-0.0025102402274802607,0.0490133045271991
76,0,1.0,False,0,0.2601753039341045,0.3834302576258223,-0.0015299741369362786,-0.24446056659594617
77,0,1.0,False,0,0.2678439090866209,0.18833019265417403,-0.006419185468855202,0.04773937612009582
78,0,1.0,False,1,0.2716105129397044,-0.006699126834672275,-0.005464397946453286,0.3383901005319798
79,0,1.0,False,1,0.27147653040301095,0.18850015335865952,0.001303404064186311,0.043989026665815556
80,0,1.0,False,0,0.27524653347018413,0.38360339008557554,0.0021831845975026224,-0.24828237914809492
81,0,1.0,False,1,0.28291860127189566,0.1884503282616641,-0.002782462985459276,0.04508837173204072
82,0,1.0,False,0,0.28668760783712893,0.3836120677897641,-0.0018806955508184615,-0.24847114740168608
83,0,1.0,False,0,0.29435984919292424,0.1885170256466105,-0.006850118498852182,0.043617974106528346
84,0,1.0,False,1,0.2981301897058565,-0.00650603104103098,-0.0059777590167216154,0.33413177661199356
85,0,1.0,False,1,0.29800006908503585,0.18870048645732518,0.0007048765155182558,0.03956978123881166
86,0,1.0,False,0,0.30177407881418233,0.3838123227029018,0.001496272140294489,-0.25289066674503574
87,0,1.0,False,1,0.30945032526824034,0.18866903810912886,-0.003561541194606226,0.040263836321259905
88,0,1.0,False,0,0.31322370603042293,0.38384187982950935,-0.0027562644681810283,-0.2535406603953226
89,0,1.0,False,0,0.32090054362701315,0.18875939285865365,-0.00782707767608748,0.038271617803710245
90,0,1.0,False,1,0.3246757314841862,-0.006249448239717265,-0.007061645320013275,0.3284747820150533
91,0,1.0,False,1,0.32455074251939187,0.18897231829765826,-0.0004921496797122083,0.03357332702813548
92,0,1.0,False,0,0.32833018888534504,0.3841013236632236,0.00017931686085050135,-0.25926483757336904
93,0,1.0,False,0,0.33601221535860953,0.18897681299603233,-0.0050059798906168795,0.033474642878621674
94,0,1.0,False,1,0.3397917516185302,-0.006072994168656948,-0.004336487033044446,0.3245739357555253
95,0,1.0,False,1,0.33967029173515706,0.1891104335762387,0.00215499168206606,0.030526623777813233
96,0,1.0,False,0,0.34345250040668185,0.3842014148236587,0.002765524157622325,-0.2614756015291323
97,0,1.0,False,1,0.35113652870315504,0.18904009582410666,-0.002463987872960321,0.03207832057339194
98,0,1.0,False,0,0.35491733061963715,0.38419729492304666,-0.0018224214614924825,-0.2613810011430106
99,0,1.0,False,0,0.3626012765180981,0.18910140577673015,-0.007050041484352695,0.030726554996226008
100,0,1.0,False,1,0.3663833046336327,-0.00591873813500321,-0.006435510384428175,0.32117680604044435
101,0,1.0,False,1,0.3662649298709327,0.18929426594683157,-1.197426361928839e-05,0.02647133657993128
102,0,1.0,False,0,0.3700508151898693,0.3844163888845742,0.0005174524679793373,-0.26621536823920366
103,0,1.0,False,0,0.3777391429675608,0.18928705624145137,-0.004806854896804736,0.026630722558836528
104,0,1.0,False,1,0.3815248840923898,-0.005765632264531362,-0.004274240445628005,0.317793165282703
105,0,1.0,False,1,0.3814095714470992,0.18941693502311652,0.0020816228600260556,0.023765365844362563
106,0,1.0,False,0,0.38519791014756155,0.3845089721019899,0.0025569301769133067,-0.26826005907246697
107,0,1.0,False,1,0.39288808958960136,0.18935062379923,-0.002808271004536033,0.02522824309193461
108,0,1.0,False,0,0.396675102065586,0.38451273516058204,-0.002303706142697341,-0.2683394001981656
109,0,1.0,False,0,0.40436535676879765,0.18942373626395465,-0.007670494146660653,0.023616032628177075
110,0,1.0,False,1,0.40815383149407675,-0.005587377805322952,-0.007198173494097112,0.3138689952833405
111,0,1.0,False,1,0.4080420839379703,0.1896363702441069,-0.0009207935884303015,0.01892471489314118
112,0,1.0,False,0,0.41183481134285244,0.3847715145560744,-0.0005422992905674778,-0.2740485907659784
113,0,1.0,False,0,0.4195302416339739,0.18965730516433843,-0.006023271105887045,0.018463244302377557
114,0,1.0,False,1,0.4233233877372607,-0.005377749887912148,-0.0056540062198394934,0.30923968902544224
115,0,1.0,False,1,0.4232158327395025,0.18982430223567714,0.0005307875606693517,0.0147790219886213
116,0,1.0,False,0,0.427012318784216,0.3849386372771032,0.0008263680004417777,-0.2777363878100431
117,0,1.0,False,0,0.43471109152975806,0.18980490667603545,-0.004728359755759084,0.015207060315755305
118,0,1.0,False,1,0.4385071896632788,-0.005248915935134685,-0.004424218549443978,0.30639439098018045
119,0,1.0,False,1,0.4384022113445761,0.18993579947548958,0.0017036692701596313,0.012319467216078406
120,0,1.0,False,0,0.4422009273340859,0.38503327644980495,0.0019500586144811994,-0.27982544502116163
121,0,1.0,False,0,0.449901592863082,0.18988356187664607,-0.003646450285942033,0.013471887131998317
122,0,1.0,False,1,0.45369926410061495,-0.005185905232200139,-0.0033770125433020665,0.30500208846867705
123,0,1.0,False,1,0.45359554599597096,0.18998400757302028,0.0027230292260714745,0.011256048778172156
124,0,1.0,False,0,0.4573952261474314,0.3850668012556908,0.0029481502016349176,-0.2805664872555718
125,0,1.0,False,1,0.4650965621725452,0.18990292002149206,-0.0026631795434765185,0.013044817287075516
126,0,1.0,False,0,0.46889462057297504,0.3850629632292237,-0.002402283197735008,-0.280477183252218
127,0,1.0,False,0,0.4765958798375595,0.18997536214038693,-0.008011826862779368,0.011447103417895732
128,0,1.0,False,1,0.4803953870803673,-0.005030777816454973,-0.007782884794421453,0.3015914735141641
129,0,1.0,False,1,0.48029477152403816,0.19020123092692456,-0.0017510553241381717,0.006464184709658649
130,0,1.0,False,0,0.48409879614257667,0.3853482509372828,-0.0016217716299449987,-0.28677070653912945
131,0,1.0,False,0,0.49180576116132235,0.19024946568476583,-0.007357185760727587,0.00540028583622526
132,0,1.0,False,1,0.4956107504750177,-0.004766204376209171,-0.0072491800440030825,0.29575288098020713
133,0,1.0,False,1,0.4955154263874935,0.19045833778052737,-0.0013341224243989397,0.0007925218216892072
134,0,1.0,False,0,0.49932459314310407,0.3855993968302166,-0.0013182719879651556,-0.29231103813316417
135,0,1.0,False,0,0.5070365810797084,0.19049626645404796,-0.007164492750628439,-4.416871474915984e-05
136,0,1.0,False,1,0.5108465064087894,-0.004522206523162209,-0.0071653761249234225,0.2903696902170687
137,0,1.0,False,0,0.5107560622783262,0.19070118035521993,-0.0013579823205820485,-0.004564475227478493
138,0,1.0,False,1,0.5145700858854305,-0.004401269135875491,-0.0014492718251316184,0.2876896824860055
139,0,1.0,False,1,0.5144820605027131,0.19074131971867886,0.004304521824588492,-0.00544997915682649
140,0,1.0,False,0,0.5182968868970866,0.385801274227688,0.004195522241451962,-0.29677167473025556
141,0,1.0,False,1,0.5260129123816404,0.19061976567455727,-0.0017399112531531497,-0.0027685087247493745
142,0,1.0,False,0,0.5298253076951315,0.38576662647751725,-0.0017952814276481373,-0.2959998905048582
143,0,1.0,False,0,0.5375406402246818,0.19067031471676388,-0.007715279237745302,-0.003883706921543606
144,0,1.0,False,1,0.5413540465190171,-0.004340143255808088,-0.0077929533761761744,0.28635500441189254
145,0,1.0,False,0,0.5412672436539009,0.19089207484131243,-0.0020658532879383237,-0.008775535524008782
146,0,1.0,False,1,0.5450850851507272,-0.0042001883361283965,-0.0022413639984184995,0.28325487435400487
147,0,1.0,False,1,0.5450010813840046,0.1909536600334874,0.003423733488661598,-0.010134123366892012
148,0,1.0,False,0,0.5488201545846744,0.38602634331726626,0.003221051021323758,-0.3017348576407504
149,0,1.0,False,0,0.5565406814510196,0.19085863209867476,-0.0028136461314912506,-0.008037822122398897
150,0,1.0,False,1,0.5603578540929931,-0.004222854704757917,-0.0029744025739392283,0.28375603892506707
151,0,1.0,False,1,0.560273396998898,0.19094139356047835,0.002700718204562113,-0.00986351156713522
152,0,1.0,False,0,0.5640922248701076,0.38602450885804296,0.0025034479732194085,-0.30169310714277386
153,0,1.0,False,0,0.5718127150472684,0.19086696647891072,-0.003530414169636069,-0.008221697964354235
154,0,1.0,False,1,0.5756300543768466,-0.004204176186842656,-0.0036948481289231535,0.2833452529270932
155,0,1.0,False,1,0.5755459708531097,0.19097027971354458,0.0019720569296187112,-0.01050071542701203
156,0,1.0,False,0,0.5793653764473805,0.38606389352014164,0.0017620426210784707,-0.3025607827350353
157,0,1.0,False,0,0.5870866543177834,0.19091687378503827,-0.004289173033622235,-0.009322667288234776
158,0,1.0,False,1,0.5909049917934842,-0.004143302961203743,-0.00447562637938693,0.282003893437524
159,0,1.0,False,1,0.5908221257342602,0.1910422011044965,0.001164451489363551,-0.012087260073991024
160,0,1.0,False,0,0.5946429697563501,0.38614743320916656,0.0009227062878837304,-0.3044025611562082
161,0,1.0,False,0,0.6023659184205334,0.1910123446084087,-0.005165344935240433,-0.011428777246510868
162,0,1.0,False,1,0.6061861653127016,-0.004035149202927246,-0.005393920480170651,0.2796199558054915
163,0,1.0,False,1,0.606105462328643,0.1911633302358427,0.00019847863593917912,-0.014759308910685609
164,0,1.0,False,0,0.6099287289333599,0.3862824344610901,-9.670754227453308e-05,-0.3073796067651161
165,0,1.0,False,0,0.6176543776225817,0.1911618613884869,-0.006244299677576856,-0.01472718054222244
166,0,1.0,False,1,0.6214776148503515,-0.003869984662158321,-0.006538843288421305,0.2759790729714707
167,0,1.0,False,1,0.6214002151571083,0.19134464386459613,-0.0010192618289918912,-0.01875901605194219
168,0,1.0,False,0,0.6252271080344002,0.38648119759665545,-0.001394442150030735,-0.3117633575311364
169,0,1.0,False,0,0.6329567319863333,0.19137914022207547,-0.007629709300653463,-0.01952052185588188
170,0,1.0,False,1,0.6367843147907748,-0.0036325662571888573,-0.0080201197377711,0.2707454110489668
171,0,1.0,False,1,0.636711663465631,0.19160290787138415,-0.0026052115167917635,-0.02445627162052999
172,0,1.0,False,0,0.6405437216230587,0.38676212302773616,-0.0030943369492023635,-0.317960032247353
173,0,1.0,False,0,0.6482789640836134,0.19168438031439325,-0.009453537594149424,-0.026254552678017573
174,0,1.0,False,1,0.6521126516899013,-0.0033007327633524652,-0.009978628647709775,0.2634307491080667
175,0,1.0,False,1,0.6520466370346343,0.19196221891480653,-0.004710013665548441,-0.03238276447356442
176,0,1.0,False,0,0.6558858814129304,0.3871513959695374,-0.005357668955019729,-0.32654802136841643
177,0,1.0,False,0,0.6636289093323211,0.19210613237939408,-0.011888629382388058,-0.03555947213487981
178,0,1.0,False,1,0.667471031979909,-0.0028433331719675825,-0.012599818825085655,0.25334888618663526
179,0,1.0,False,0,0.6674141653164696,0.19245624125353497,-0.00753284110135295,-0.04328147082882561
180,0,1.0,False,1,0.6712632901415403,-0.0025568861796425035,-0.008398470517929461,0.24701528669687195
181,0,1.0,False,1,0.6712121524179474,0.1926839981690675,-0.003458164783992022,-0.04830483280727815
182,0,1.0,False,0,0.6750658323813288,0.38785536548219035,-0.004424261440137585,-0.34207683167207864
183,0,1.0,False,0,0.6828229396909726,0.19279663810631464,-0.011265798073579157,-0.050792332796265105
184,0,1.0,False,1,0.6866788724530989,-0.0021619766620830094,-0.01228164472950446,0.23831495713218298
185,0,1.0,False,0,0.6866356329198572,0.19313325774804674,-0.0075153455868608,-0.05821651396330363
186,0,1.0,False,1,0.6904982980748181,-0.001880135405909339,-0.008679675866126873,0.23208582417428014
187,0,1.0,False,0,0.6904606953667,0.1933647564537016,-0.00403795938264127,-0.06332227450802325
188,0,1.0,False,1,0.694327990495774,-0.0016990682235941967,-0.005304404872801735,0.2280839202750799
189,0,1.0,False,1,0.6942940091313021,0.19349828341649547,-0.0007427264673001369,-0.06626747575553876
190,0,1.0,False,0,0.698163974799632,0.388630875358158,-0.002068075982410912,-0.35918464449675763
191,0,1.0,False,0,0.7059365923067952,0.19353838404138335,-0.009251768872346064,-0.06715454722570152
192,0,1.0,False,1,0.7098073599876228,-0.0014497103610499606,-0.010594859816860095,0.22259509568436386
193,0,1.0,False,0,0.7097783657804018,0.19382205933264574,-0.006142957903172818,-0.07341094992496572
194,0,1.0,False,1,0.7136548069670546,-0.0012112888823069268,-0.007611176901672132,0.2173275343261235
195,0,1.0,False,0,0.7136305811894085,0.19401863530160782,-0.0032646262151496616,-0.07774653414083144
196,0,1.0,False,1,0.7175109538954406,-0.0010563638585858737,-0.004819556897966291,0.21390460689802843
197,0,1.0,False,1,0.7174898266182689,0.1941341589021922,-0.0005414647600057217,-0.08029472105927749
198,0,1.0,False,0,0.7213725097963127,0.3892638679254049,-0.0021473591811912718,-0.37314843231906647
199,0,1.0,False,0,0.7291577871548208,0.194172487003438,-0.009610327827572603,-0.08114335874686757
200,0,1.0,False,1,0.7330412368948895,-0.0008103906292903085,-0.011233195002509954,0.20849205868670595
201,0,1.0,False,0,0.7330250290823037,0.19447036816182234,-0.007063353828775835,-0.08771308849150705
202,0,1.0,False,1,0.7369144364455401,-0.0005496286929679572,-0.008817615598605976,0.20273300076057849
203,0,1.0,False,0,0.7369034438716807,0.1946973091766258,-0.004762955583394407,-0.09271836612307899
204,0,1.0,False,1,0.7407973900552133,-0.00035605149657524926,-0.006617322905855987,0.19845805254775006
205,0,1.0,False,0,0.7407902690252818,0.1948599193016806,-0.0026481618549009855,-0.09630497118025222
206,0,1.0,False,1,0.7446874674113154,-0.0002239774377806869,-0.00457426127850603,0.19554128919658575
207,0,1.0,False,1,0.7446829878625598,0.19496310499849162,-0.0006634354945743151,-0.0985810995378949
208,0,1.0,False,0,0.7485822499625296,0.39009455827654516,-0.0026350574853322133,-0.39147326506123153
209,0,1.0,False,0,0.7563841411280605,0.19501010260143037,-0.010464522786556844,-0.0996223034829044
210,0,1.0,False,1,0.7602843431800891,3.967784837202726e-05,-0.012456968856214933,0.18974080738567056
211,0,1.0,False,0,0.7602851367370566,0.1953376068633901,-0.00866215270850152,-0.1068456113828043
212,0,1.0,False,1,0.7641918888743243,0.00034085144873260975,-0.010799064936157607,0.18309190738123948
213,0,1.0,False,0,0.764198705903299,0.1956156455999146,-0.007137226788532817,-0.1129780677121609
214,0,1.0,False,1,0.7681110188152973,0.0005966871892870707,-0.009396788142776035,0.17744459237426558
215,0,1.0,False,0,0.768122952559083,0.19585184402079944,-0.005847896295290724,-0.11818782730719762
216,0,1.0,False,1,0.772039989439499,0.0008141666214975529,-0.008211652841434677,0.17264441468654307
217,0,1.0,False,0,0.772056272771929,0.19605267759697426,-0.004758764547703815,-0.12261767675373558
218,0,1.0,False,1,0.7759773263238685,0.0009992263952521285,-0.007211118082778526,0.16856011569667484
219,0,1.0,False,0,0.7759973108517736,0.1962236493333142,-0.003839915768845029,-0.12638895530049526
220,0,1.0,False,1,0.7799217838384399,0.001156918197021406,-0.006367694874854934,0.16508005175754842
221,0,1.0,False,0,0.7799449222023803,0.19636944054900682,-0.003066093839703966,-0.12960488489181998
222,0,1.0,False,1,0.7838723110133604,0.001291545268690908,-0.005658191537540365,0.16210915241780222
223,0,1.0,False,0,0.7838981419187342,0.19649403916615174,-0.002416008489184321,-0.13235340080157548
224,0,1.0,False,1,0.7878280227020572,0.0014067789417272214,-0.005063076505215831,0.15956632967322876
225,0,1.0,False,0,0.7878561582808917,0.19660084895354243,-0.0018717499117512555,-0.13470956067284273
226,0,1.0,False,1,0.7917881752599626,0.0015057581791887986,-0.00456594112520811,0.15738226870701383
227,0,1.0,False,0,0.7918182904235463,0.1966927826843731,-0.0014182957510678333,-0.13673759816485048
228,0,1.0,False,1,0.7957521460772338,0.0015911747193862735,-0.004153047714364843,0.15549754062730353
229,0,1.0,False,0,0.7957839695716215,0.19677234174289568,-0.0010430969018187727,-0.13849267759462103
230,0,1.0,False,1,0.7997194164064794,0.0016653460628776873,-0.0038129504537111935,0.1538609862771051
231,0,1.0,False,0,0.799752723327737,0.19684168435139904,-0.0007357307281690914,-0.14002239768359676
232,0,1.0,False,1,0.803689557014765,0.0017302782381262427,-0.0035361786818410264,0.15242832746143875
233,0,1.0,False,1,0.8037241625795275,0.19690268427946406,-0.00048761213261225116,-0.1413680855594906
234,0,1.0,False,0,0.8076622162651168,0.39203161566746003,-0.003314973843802063,-0.4342048058065829
235,0,1.0,False,0,0.815502848578466,0.196956752790369,-0.011999069959933722,-0.14256871978035857
236,0,1.0,False,1,0.8194419836342733,0.002008685009757649,-0.014850444355540893,0.14630468909874067
237,0,1.0,False,0,0.8194821573344685,0.19734012012765662,-0.01192435057356608,-0.15102602617083455
238,0,1.0,False,1,0.8234289597370217,0.00239092818008238,-0.014944871096982771,0.13787129611920146
239,0,1.0,False,0,0.8234767783006234,0.19772370965664135,-0.012187445174598742,-0.15948878468940553
240,0,1.0,False,1,0.8274312524937562,0.002778343114948262,-0.015377220868386852,0.1293245282271216
241,0,1.0,False,0,0.8274868193560552,0.19811716106236552,-0.01279073030384442,-0.16816978194137644
242,0,1.0,False,1,0.8314491625773025,0.0031806081693459276,-0.01615412594267195,0.12045075642970682
243,0,1.0,False,0,0.8315127747406894,0.1985302345038226,-0.013745110814077813,-0.17728455716184194
244,0,1.0,False,1,0.8354833794307659,0.0036076564455956306,-0.017290801957314653,0.11103075526478429
245,0,1.0,False,0,0.8355555325596778,0.19897305231282836,-0.015070186852018967,-0.18705677554024536
246,0,1.0,False,1,0.8395349936059344,0.004069921100680718,-0.018811322362823873,0.10083425626186421
247,0,1.0,False,0,0.839616392027948,0.19945634551241156,-0.01679463723758659,-0.19772372905054392
248,0,1.0,False,1,0.8436055189381962,0.004578589754436313,-0.020749111818597468,0.08961428893038198
249,0,1.0,False,0,0.8436970907332849,0.19999171064982957,-0.018956826039989827,-0.20954209807293567
250,0,1.0,False,1,0.8476969249462815,0.005145873729296396,-0.02314766800144854,0.07710117079068796
251,0,1.0,False,0,0.8477998424208674,0.20059188230034888,-0.02160564458563478,-0.22279411013255623
252,0,1.0,False,0,0.8518116800668744,0.00578529787027654,-0.026061526788285903,0.06299600148843049
253,0,1.0,False,1,0.8519273860242799,-0.1889534871268832,-0.024801606758517294,0.34734376264480493
254,0,1.0,False,1,0.8481483162817423,0.006512294740863261,-0.017854731505621196,0.04694433649224927
255,0,1.0,False,0,0.8482785621765595,0.2018856593016104,-0.01691584477577621,-0.25131801123532854
256,0,1.0,False,0,0.8523162753625917,0.00700929730040073,-0.02194220500048278,0.03598168928574624
257,0,1.0,False,1,0.8524564613085998,-0.1877912378080977,-0.021222571214767855,0.3216616625869996
258,0,1.0,False,0,0.8487006365524378,0.00762640345615459,-0.014789337963027864,0.022362242353487216
259,0,1.0,False,1,0.8488531646215609,-0.18728036604956358,-0.01434209311595812,0.31034251716990113
260,0,1.0,False,1,0.8451075573005696,0.008042956393140843,-0.008135242772560097,0.013171235033066941
261,0,1.0,False,0,0.8452684164284324,0.2032806269380021,-0.007871818071898757,-0.2820673148906428
262,0,1.0,False,0,0.8493340289671925,0.008271837594029496,-0.013513164369711613,0.008122515694444443
263,0,1.0,False,1,0.8494994657190731,-0.18665373521709885,-0.013350714055822725,0.2965114300254391
264,0,1.0,False,0,0.8457663910147311,0.008655969818972542,-0.007420485455313942,-0.00035201201624140976
265,0,1.0,False,1,0.8459395104111105,-0.18635877897869368,-0.0074275256956387705,0.28998045485339696
266,0,1.0,False,1,0.8422123348315366,0.008868292522210802,-0.001627916598570831,-0.005035747175783256
267,0,1.0,False,0,0.8423897006819808,0.20401355252582673,-0.0017286315420864961,-0.2982318565822162
268,0,1.0,False,0,0.8464699717324974,0.0089162850218851,-0.00769326867373082,-0.006094609983875343
269,0,1.0,False,1,0.8466482974329351,-0.18609449357995278,-0.007815160873408326,0.28415110279597766
270,0,1.0,False,0,0.8429264075613361,0.009138045823641583,-0.0021321388174887733,-0.010986397137672632
271,0,1.0,False,1,0.8431091684778089,-0.18595326285461058,-0.002351866760242226,0.2810230523764111
272,0,1.0,False,1,0.8393901032207167,0.009202157261079591,0.0032685942872859967,-0.012400716393523414
273,0,1.0,False,0,0.8395741463659383,0.20427708038314712,0.0030205799594155286,-0.3040505729759405
274,0,1.0,False,0,0.8436596879736012,0.009112212613932302,-0.0030604315001032814,-0.010416557662483061
275,0,1.0,False,1,0.8438419322258799,-0.1859657144439657,-0.0032687626533529426,0.2812991971088207
276,0,1.0,False,1,0.8401226179370006,0.009202710350905613,0.002357221288823471,-0.012412890590538517
277,0,1.0,False,0,0.8403066721440187,0.20429077672979823,0.0021089634770127003,-0.3043511547381459
278,0,1.0,False,0,0.8443924876786146,0.009138834075905405,-0.003978059617750217,-0.011003856941363743
